"","tract","meanP","meanN","meanV","meanA","meanD","population16","employment","employment_percent","median_household","means_household","cash_public","food_stamp","med_age","age_me","num_of_users","num_of_tweets","bachelor","bachelor_percent","gyrByCensus","Automobile","Drove.Alone","Public.Transit","Walking","Bicycle","Other","Worked.Home","No.vehicle","One.vehicle","Two.vehicles","Three.vehicles","HoursPerWeek","Quintile.3Mbps","Total.Drivers","Mean.Travel.Time.min","not.alone","medlog","pubtrans","HO.vacancy.rate","Rental.vacancy.rate","median.rooms","Owner.occupied","Renter.occupied","Average.household.OO","Average.household.RO","OPR.....1.00","OPR..1.x..1.5","OPR.....1.51","Mortgage.units","Per.mortgage.OO","HH.Size","One.vehicle.plus"
"975",4334.01,1.44251968503937,-1.60157480314961,5.59806280861061,4.26933777929982,5.52050598761057,2369,1591,67.2,42170,59594,21,88,30.6,2.5,11,50,137,7,5002.11742483286,79.6,60.9,8.4,5.3,1.1,1.8,3.8,5,6,44,45,37.8,2,1181,32.2,39.1,10.6494643467406,2.12823170584927,4.4,15.9,4.5,36.5,63.5,4.4,4.18,77.5,13.2,9.3,139,57.9,4.2603,95
"976",4334.03,1.45206547155105,-1.36204208885425,5.75905584158406,4.26673955981221,5.59488198433794,3278,2249,68.6,30278,48290,100,186,28.8,3.5,16,507,204,8.2,82290.8867856921,78.3,65.6,11.3,7.3,0,2.1,0.9,12.1,28.2,27.8,31.9,36.7,2,1784,29.2,34.4,10.3181766551718,2.42480272571829,0,7.3,3.9,25,75,4.15,3.93,67.5,13.9,18.6,135,45.8,3.985,87.9
"977",4335.01,1.44195428059166,-1.38233975795607,5.74681975891744,4.24469310790977,5.57610585752702,1685,1022,60.7,34000,46681,25,112,25,2.9,28,49,36,3.2,3782.32954531401,83.2,74.6,7.3,7.5,0.7,0,1.3,13.9,16.6,36,33.4,36.4,1,830,30.1,25.4,10.4341158035983,1.98787434815435,0,3.4,3.8,21.7,78.3,3.41,4.14,56.6,29,14.4,14,12.7,3.98159,86
"978",4335.04,1.53264604810997,-1.4581901489118,5.84987353927148,4.15813190399749,5.65769064183054,3520,2098,59.6,38972,47806,111,210,29.8,2.1,15,106,142,5.1,24471.8168577303,69.3,55.6,9.9,12.5,3.1,1.2,4,7,29.9,29.1,34,37.7,2,1914,29.2,44.4,10.5705987185452,2.29253475714054,0,0,4.3,21.8,78.2,4.09,4.41,71,21.5,7.6,144,61.8,4.34024,93
"979",4336.01,1.4865671641791,-1.32835820895522,5.82782587754021,4.23165943572885,5.65031649568996,3707,2084,56.2,46207,59348,42,90,41.8,2,17,35,353,11.1,33445.5763694337,86.7,76.2,1.3,3,0.3,1.8,6.9,5.1,17.2,18.3,59.5,37.6,3,1627,29.3,23.8,10.7408865807441,0.262364264467491,0,7.5,5.2,55,45,4.38,3.51,85,8.5,6.5,407,63.2,3.9885,95
"980",4336.02,1.60802469135802,-1.39506172839506,5.79080379520229,4.19725483351233,5.57434520825883,1928,1048,54.4,39080,50328,10,72,40.7,2.8,12,61,152,8.8,11911.0596881818,86.7,80.3,6.1,2.6,0,0.7,3.9,0,16.4,39.6,44,36.6,3,945,29,19.7,10.5733661061567,1.80828877117927,0,3.3,4.2,49.7,50.3,3.54,2.84,85.8,11.6,2.6,273,71.5,3.1879,100
"981",4337,1.55774278215223,-1.34514435695538,5.71349421865714,4.27586810955442,5.5788500427353,2536,1464,57.7,54621,55651,20,59,35.1,3.6,102,476,133,6,106948.181808553,90.9,80.6,0.3,3.8,0,0,5,1,5.2,46.4,47.4,38.6,2,1286,30.7,19.4,10.9081737031721,-1.20397280432594,0,0,5.1,71.8,28.2,4.54,4.01,89.7,7.7,2.6,344,56,4.39054,99
"982",4338.01,1.53513129879347,-1.44889992902768,5.67123276708471,4.20902471957416,5.52993614143624,4236,2442,57.6,36978,48610,54,182,30.1,2.5,22,52,239,7,9027.49457367482,80.4,68.5,11.4,6.3,0,1,0.8,7.7,21.1,42.6,28.7,37.9,2,2127,32.8,31.5,10.5180784201903,2.43361335540045,0,8.2,4.5,42.6,57.4,3.61,4.98,66,23.3,10.7,381,69.4,4.39638,92.4
"983",4338.02,1.5757299270073,-1.38047445255474,5.7583951771015,4.250193843173,5.5681990651525,2231,1453,65.1,70117,79589,36,50,41.7,2.8,86,179,108,5.8,127758.018280126,93.3,82.8,1.4,0,0,0,5.3,0.6,6.7,27.5,65.1,37.3,2,1180,33,17.2,11.1579205543207,0.336472236621213,0,0,5.2,79.8,20.2,3.62,3.68,89.5,8.7,1.8,369,60.7,3.63212,99.3
"984",4339.01,1.63085399449036,-1.57575757575758,5.70238726310019,4.23872515090496,5.54754565977171,3856,2577,66.8,31641,45406,35,225,28.9,2.1,10,21,342,10.9,4445.29147267623,84.6,77.1,7.7,1.5,1.5,0,4.6,7.2,17.3,26.9,48.6,37,2,2055,29.9,22.9,10.3622090269447,2.04122032885964,3.7,6.1,4.1,26.6,73.4,4.36,4.24,67.3,19.8,12.9,216,65.1,4.27192,92.8
"985",4340.01,1.68665377176015,-1.50999355254674,5.70706519673827,4.22982598335333,5.58456954610668,3591,2357,65.6,47852,59809,59,72,32.4,3.4,9,14,128,4.7,31111.0968691822,86.4,76.5,8.1,1.7,0.6,0,3.2,7.6,14,33.9,44.5,36.1,1,1675,28.7,23.5,10.7758681932908,2.09186406167839,0,1.2,5.2,53.2,46.8,4.51,4.55,82.4,14.1,3.5,297,53.6,4.52872,92.4
"986",4340.04,1.59461279461279,-1.54680134680135,5.6782378474549,4.22260989127322,5.56914589807633,1984,1173,59.1,63750,67356,7,120,32,3.8,13,15,202,12,19596.6292562182,87.2,68.9,1.3,2.2,0.3,0,9,2.8,7.2,40.7,49.3,36.6,2,1016,31.6,31.1,11.0627244630207,0.262364264467491,4.3,6.3,5.2,67.1,32.9,4.45,4.55,83.9,6,10,295,69.9,4.4829,97.2
"987",4601,1.53179190751445,-1.35780346820809,5.82954047632323,4.19998601805263,5.60269900647951,5004,3322,66.4,105729,162134,15,28,49.2,2.2,70,236,1685,37.7,727044.81168074,86.1,81.9,3.8,0,1,0.6,8.4,0,14.1,51.4,34.5,39.3,4,2475,27.2,18.1,11.5686344956283,1.33500106673234,0,0,6.5,89,11,2.44,2.28,99.4,0.6,0,1603,71.9,2.4224,100
"988",4602,1.48021828103683,-1.35948158253752,5.75141995701421,4.16924147927864,5.59946617231102,4365,2965,67.9,87240,102183,49,61,43.9,4.7,41,320,937,23.9,195603.275187057,85.8,81.3,0.4,2.4,2.3,3.4,5.7,0.8,21.5,47.1,30.5,39.5,4,2465,27.6,18.7,11.3764182203156,-0.916290731874155,0,0,5.6,73,27,2.4,2.45,98.4,1.6,0,1207,77.8,2.4135,99.1
"989",4603.01,1.62658227848101,-1.5,5.89829314735836,4.2738494136459,5.72008943378306,3943,2596,65.8,99247,131423,39,33,45.8,1.9,13,77,830,23.5,20510.39273,87.7,75.1,1.8,3.8,0.4,0,6.4,2.7,12.5,54,30.7,40.5,4,1994,29.9,24.9,11.5053669713923,0.587786664902119,0,0,6,90,10,2.73,2.63,99.3,0.7,0,1263,84.5,2.72,97.2
"990",4603.02,1.63508771929825,-1.3,5.94513949323002,4.22889721059056,5.70477024500682,3692,2589,70.1,74607,91326,32,85,35.1,4.8,12,62,462,16.7,538351.363092257,82.1,76.8,5.1,2.3,4.5,0.8,5.2,0.6,14.2,40.3,44.9,36.1,4,1958,28.5,23.2,11.2199896155699,1.62924053973028,1.6,7,5.3,79.5,20.5,3.2,3.66,91.8,6,2.2,960,86.8,3.2943,99.4
"991",4604.01,1.55984042553191,-1.3563829787234,5.9382154680232,4.15727774056412,5.69618880128163,855,514,60.1,93333,93087,0,3,37.1,14.7,19,38,151,20,75713.9807902869,94.4,89.4,1.3,0,0,1.9,2.4,0,6.7,39.9,53.4,33.5,4,453,27.4,10.6,11.4439290220483,0.262364264467491,0,0,6.2,88.3,11.7,3.19,4.85,93.4,6.6,0,221,75.2,3.38422,100
"992",4605.01,1.51783439490446,-1.36369426751592,5.75741095026931,4.21328145869654,5.62479069252374,4372,2500,57.2,156250,221697,11,16,43.7,2.5,38,398,1329,35.1,336843.065918755,93.5,85.8,0.3,0,0,0.3,5.8,0,7.4,32.4,60.2,40.3,4,2243,27.9,14.2,11.9592125675986,-1.20397280432594,1,0,7.2,92.4,7.6,3.1,2.86,99.2,0.8,0,1281,74.5,3.08176,100
"993",4606,1.64920948616601,-1.32707509881423,5.83744103125655,4.15434775323598,5.65290978462708,3654,2195,60.1,139444,185088,0,23,44.3,3,17,157,1339,44.2,505566.045533739,88.3,83.1,0,0.5,0,1.3,10,0,8.6,51.7,39.7,42.1,4,1778,25.7,16.9,11.8454183659557,-4.60517018598809,0,11.3,6.7,88.8,11.2,3.08,3.03,99.3,0,0.7,1053,80.9,3.0744,100
"994",4609,1.52224168126095,-1.43712784588441,5.76197495051911,4.20244316786532,5.59642516322267,5255,3219,61.3,48912,59168,106,135,36.1,3.9,50,830,485,11,53173.0821611125,78.7,67.3,9.6,0.3,1.9,4.6,4.8,0.8,28.8,35.5,34.9,35.1,3,2676,25.2,32.7,10.7977780441306,2.26176309847379,1.4,5.2,4.7,56.3,43.7,2.93,3.82,83.8,16.2,0,898,82.4,3.31893,99.2
"995",4610,1.53333333333333,-1.51967871485944,5.65156509977553,4.27057657433427,5.58724855850279,5011,3169,63.2,59264,68317,58,108,33.5,2.8,37,197,431,10.7,118760.279275082,86.9,77.1,4.8,1,1.8,4.6,0.9,1.9,21.9,33.7,42.5,37.2,3,2687,25.7,22.9,10.9897573180059,1.56861591791385,0,0,5,63.9,36.1,3.84,3.68,86.6,8.7,4.7,892,82.9,3.78224,98.1
"996",4612,1.61471861471861,-1.37878787878788,5.83641628703485,4.26175069589631,5.63335822053085,3732,2485,66.6,116667,150427,0,6,44.8,2.3,26,244,1033,30,659539.006930241,87,78.3,3.6,1.1,2.5,0,5.7,1.4,11.8,49.4,37.4,39.1,4,2117,25.9,21.7,11.6670790019363,1.28093384546206,0,0,6.8,80.8,19.2,2.83,2.27,98.3,1.7,0,1124,80.5,2.72248,98.6
"997",4613,1.54211270450414,-1.43910321147243,5.79478108596568,4.24358714091171,5.62696389510497,5345,3284,61.4,69196,115620,62,156,42.1,3,47,1017,1340,27.1,70951.6737675656,89.2,75.3,2.5,1.7,0.7,0.7,5.3,1.7,16.3,52.4,29.7,39.6,4,3160,24,24.7,11.1446983364669,0.916290731874155,0,8.1,5.3,52.6,47.4,3.06,2.15,95.3,2.7,2,1116,83,2.62866,98.4
"998",4614,1.65556343019135,-1.43302622253721,5.79480153676445,4.21554097455882,5.61893670920007,2692,1647,61.2,60081,80698,68,72,37.5,3.6,29,168,537,22.6,41158.3557757299,79.6,73.2,3.8,4.5,2.3,1.2,8.7,1.3,30.4,42.6,25.7,40.1,3,1501,26.8,26.8,11.0034489307735,1.33500106673234,0,12.3,4.3,39.8,60.2,3.03,2.08,92.6,2.3,5.1,463,91,2.4581,98.7
"999",4615.01,1.71218795888399,-1.44052863436123,5.76970643208471,4.22756793318357,5.60540617329809,3136,2148,68.5,68400,79482,41,100,37.4,2.4,30,378,467,17.1,45255.4031011333,89,80.5,2.7,1.3,1.5,0.4,5.2,0.8,12.3,57.4,29.6,39.9,4,1867,29.2,19.5,11.1331281036106,0.993251773010283,0,0,4.6,60.8,39.2,3.51,2.3,95.6,3.9,0.5,640,81.8,3.03568,99.3
"1000",4615.02,1.75961538461538,-1.54326923076923,5.6767666458852,4.18417720848121,5.55119026650615,5610,3126,55.7,49519,53306,89,138,40,5,14,288,204,4.4,82752.7173073829,85.5,76.2,3,1.2,0.5,3.2,6.6,0.9,16.7,35.6,46.9,36.2,3,2394,25.2,23.8,10.8101117132935,1.09861228866811,0,2.4,4.9,34.9,65.1,4.26,3.25,87.5,9.2,3.3,398,68.6,3.60249,99.2
"1001",4616,1.55673382820785,-1.3626723223754,5.87669104011686,4.19647198202298,5.6371457720419,4119,2689,65.3,44919,66379,145,265,33.7,3.1,34,50,553,16.3,97493.3367550432,85.8,71.5,3.1,1.9,1.8,0.8,6.5,2.1,20.1,35.5,42.3,35.2,3,2093,26.6,28.5,10.7126161468058,1.1314021114911,4.9,1.5,5.1,47.7,52.3,2.76,3.81,90.6,7.4,2,539,69.5,3.30915,97.9
"1002",4617,1.59603444822752,-1.25916282795914,5.98305367447125,4.19026057869109,5.63247340210019,1331,858,64.5,130625,172519,9,9,46.9,3.5,606,1547,270,23,229058.506710173,81.1,75,2,0.8,0,0.9,15.3,2.3,23.5,40.2,34,40.8,4,650,35.6,25,11.7800859017012,0.693147180559945,1,0,6,89,11,2.34,1.92,98.1,1.9,0,452,74.6,2.2938,97.7
"1003",4619.01,1.54597701149425,-1.47536945812808,5.72559577848613,4.22945640989043,5.59062279925085,3769,2673,70.9,51719,64233,73,174,29.9,3.4,45,267,441,14.6,147663.078623292,70.7,61.3,9.9,3.8,9.2,0.8,5.5,9,32.3,39.8,18.9,37.8,3,2199,24.8,38.7,10.8535804978187,2.29253475714054,0,5.1,3.5,21.2,78.8,3.91,2.6,81.4,10.9,7.7,343,97.4,2.87772,91
"1004",4619.02,1.59620334620335,-1.36019948519949,5.84950697696688,4.20644219469449,5.62045547480952,1189,788,66.3,47155,67825,73,61,40.9,6,533,1795,425,37.5,68285.2037909512,71.2,63.8,11.7,12.4,0,0,4.7,7.2,69.1,23.7,0,42.2,4,653,28.1,36.2,10.761195326978,2.45958884180371,0,0,3.4,3.1,96.9,1.43,1.38,97.9,0,2.1,6,20,1.38155,92.8
"1005",4620.01,1.89244851258581,-1.63844393592677,5.85613373502203,4.21475157239636,5.66835566646456,3543,2527,71.3,47617,61094,52,160,29.8,2.2,9,679,346,12.1,29610.7626863636,67.5,48.2,18.5,4.6,0.3,6.2,3,13.2,19,30.3,37.5,37.6,3,1919,24,51.8,10.7709451193163,2.91777073208428,3.7,0,4.5,30.2,69.8,3.7,3.4,80.2,15.3,4.5,324,89,3.4906,86.8
"1006",4620.02,1.34184782608696,-1.42391304347826,5.65761091987178,4.28526381940831,5.52681274567021,3053,1963,64.3,38026,54656,119,184,28.1,2.2,11,44,183,8.2,18655.9169068038,61.3,51.1,19.2,8,6.9,2.8,1.9,16.6,23.2,34.2,26,35.8,2,1900,26.3,48.9,10.5460254152695,2.95491027903374,0,6.7,4,27.5,72.5,4.31,3.52,74.4,16.9,8.7,279,93,3.73725,83.4
"1007",4621,1.48542999289268,-1.35394456289979,5.8349479520625,4.17052007637897,5.64784786320899,4305,3162,73.4,46381,66147,16,84,35.2,2.9,41,118,710,20.6,30720.3795257231,75.1,62,10.1,4.6,2.1,1.5,6.5,5.4,26.4,43.3,24.9,37.4,3,2456,22,38,10.7446451715948,2.31253542384721,0,1.7,4.2,33.6,66.4,3.44,2.9,91.2,3.5,5.3,491,89.1,3.08144,94.6
"1008",4622.01,1.47710843373494,-1.39277108433735,5.71617573233838,4.14955386225395,5.56870777499087,3681,2148,58.4,32228,45254,87,125,45,5.1,49,351,1008,30.5,173465.200930103,77.8,65.7,7.2,7.1,2.2,1.2,4.4,9.3,40,39.4,11.3,33.6,3,1448,25.9,34.3,10.3805909188971,1.97408102602201,0,1.8,3.1,9.7,90.3,1.58,1.99,90.9,2.1,7,136,75.6,1.95023,90.7
"1009",4622.02,1.60399750156152,-1.32229856339788,5.88556695871329,4.19896454864149,5.66083280782317,2705,1730,64,42300,64082,85,107,30.8,1.1,223,677,760,37.7,345234.851562995,77.6,69,4.1,13.8,0.6,0,3.9,5.5,56.5,34.8,3.2,38.4,4,1362,22.5,31,10.6525423650344,1.41098697371026,0,6.4,3.5,15.5,84.5,1.87,1.95,93.8,2.2,3.9,193,86.2,1.9376,94.5
"1010",4623.01,1.64902998236332,-1.55026455026455,5.76294045044808,4.27092262423176,5.6317020771872,3968,2606,65.7,44246,68931,110,316,31.5,2.4,47,844,424,12.4,53721.6325936984,87,75.8,8.7,2.5,0.4,0,1.4,0.8,39.2,46.4,13.6,37.1,3,2123,26.9,24.2,10.6975202508699,2.16332302566054,0,1.9,4,19.8,80.2,2.17,2.75,88.8,10.7,0.5,321,84.9,2.63516,99.2
"1011",4623.02,1.60189075630252,-1.33665966386555,5.86226172049046,4.19014985590145,5.64488772343289,2305,1707,74.1,64224,73847,15,16,35.2,3.7,149,699,463,23.9,215799.626838662,82.3,74.2,5.2,5.3,1.3,1.3,4.6,4,47.7,42.5,5.8,41,4,1367,29.7,25.8,11.0701322515961,1.64865862558738,17.2,12.1,3.8,24.9,75.1,2.09,1.77,94.6,2.6,2.8,318,96.1,1.84968,96
"1012",4624,1.45492957746479,-1.22535211267606,5.86758953032747,4.11533508220924,5.73982715405516,3508,2413,68.8,69417,98154,63,113,39.8,4.2,83,155,796,25,125651.112205448,82.7,73.4,6.2,1.8,0.5,0,8.7,4.1,14.2,47.3,34.4,39.2,4,1935,26,26.6,11.1478870732702,1.82454929205105,0,0,5.4,60.7,39.3,2.75,2.44,97,2.6,0.4,795,79,2.62817,95.9
"1013",4625,1.53413400758533,-1.42477876106195,5.79639019226872,4.27272174061024,5.65017433665962,4945,3432,69.4,98482,120892,85,85,41.9,1.6,43,198,1095,25.5,126758.35891104,89.9,83.9,1.2,0.5,0.4,1.4,6.6,3.2,19.1,49.4,28.4,39.1,4,2812,26,16.1,11.4976290693442,0.182321556793955,0,0,5.2,70.1,29.9,2.63,2.78,98.2,0.4,1.4,1267,81.8,2.67485,96.9
"1014",4626,1.32673267326733,-1.23514851485149,5.82590436554378,4.26071965826258,5.59773189900232,1935,1184,61.2,125938,181853,29,9,45,3.2,17,130,417,23.3,287671.701441304,83.2,79.4,3.8,3,0,0,9.9,2.2,17.9,49.7,30.1,43.1,4,897,27.7,20.6,11.7435450013386,1.33500106673234,0.7,8.6,6.5,86.2,13.8,2.78,2.44,98.4,1.6,0,530,72.3,2.73308,97.7
"1015",4627,1.76547085201794,-1.29506726457399,5.98097676682026,4.16757987408775,5.73100810586328,4546,3201,70.4,55839,75307,27,25,41.1,4.3,146,925,1203,31.7,173908.726446981,88.6,79.3,5.9,3.6,0.3,0,1.6,1.2,18.6,52.4,27.9,37.1,3,2842,23.8,20.7,10.9302278289664,1.77495235091167,0,1.7,4.2,34.9,65.1,2.63,2.33,95.5,1.2,3.3,547,73.8,2.4347,98.9
"1016",4628,1.60535117056856,-1.43076923076923,5.83386441436094,4.20291623393087,5.62489171956496,2304,1693,73.5,60873,86125,45,34,40,4.6,82,445,534,25.1,258618.935419419,83.9,76.2,8,4.3,0,0,3.8,2.7,20.3,66.3,10.8,37.5,4,1369,24.6,23.8,11.0165450056357,2.07944154167984,8.3,0,4.3,45.3,54.7,2.23,2.69,95.3,4.4,0.3,352,71,2.48162,97.4
"1017",4629,1.56146469049695,-1.42066259808195,5.77606808042866,4.22971131689389,5.61463407270144,3080,2024,65.7,84167,106628,8,18,42,2,114,468,869,31.4,307287.254240822,85.8,77.4,3.8,3.1,0,1,6.4,1.6,9.5,61,27.9,38.1,4,1725,25.8,22.6,11.3405581994176,1.33500106673234,0,0,5.8,90.1,9.9,2.74,2.59,99.1,0.9,0,899,71,2.72515,98.4
"1018",4630,1.5701581027668,-1.31620553359684,5.94026375972877,4.22434573652057,5.68805397043598,1892,1249,66,110625,130185,12,0,41.2,1.9,167,815,596,33.5,265125.933749982,90.5,79,2.8,0,0,0.6,6,0,13.7,52.5,33.8,41.6,4,1088,29.4,21,11.6139013823102,1.02961941718116,0,6.4,5.2,70.3,29.7,2.48,2.54,96.8,3.2,0,375,57.1,2.49782,100
"1019",4631.01,1.7303664921466,-1.35471204188482,5.92593911233543,4.18684963409785,5.69193489274678,1896,1193,62.9,61346,81679,10,9,41.3,3.5,67,299,400,23.5,318254.304916239,84.7,76.7,6.5,1.7,0.4,1.5,5.1,3.7,15,52.1,29.2,37.5,4,1147,24.2,23.3,11.0242852483395,1.87180217690159,0,3.6,5.4,63.9,36.1,2.54,2.74,96.5,1.5,2,383,69.1,2.6122,96.3
"1020",4631.02,1.66237698713096,-1.34746404239213,5.89226269137578,4.21417968216371,5.66900511583127,2865,1891,66,78971,148073,79,63,42,4.9,114,317,789,30.4,188671.772159475,84.7,73.5,4.4,5.5,0.9,0.6,4,3,6.3,50.4,40.3,36.4,4,1499,27.7,26.5,11.276835975448,1.48160454092422,0,0,5.8,72.4,27.6,2.98,3.44,91.2,5.5,3.3,576,65.5,3.10696,97
"1021",4632,1.58301158301158,-1.52123552123552,5.71711900787218,4.21954367151524,5.5788258260016,2748,1611,58.6,66125,93350,35,63,40.1,5.1,39,254,716,29.1,454234.753522898,81.7,71.8,8.6,3,0.6,0.7,5.5,3.6,24.6,49.4,22.4,39,4,1370,24.9,28.2,11.0993021691606,2.15176220325946,1.1,5.7,4.9,51.8,48.2,2.53,2.42,94,6,0,548,76.2,2.47698,96.4
"1022",4634,1.53049907578558,-1.45194085027726,5.72391836639335,4.22372333136178,5.56642452968272,4790,3448,72,72220,115201,25,109,37.1,3.9,107,932,1413,34.5,125064.650268015,86.4,79.9,4.5,2.2,1.8,0.8,4.4,1.7,37.2,39.3,21.8,39.5,4,2932,27,20.1,11.1874722948314,1.50407739677627,0,9.1,4.6,43.7,56.3,2.16,1.97,97.9,1.7,0.4,834,74.1,2.05303,98.3
"1023",4635,1.6356136129254,-1.41835682365074,5.85849986437332,4.16362242137203,5.66397423549617,5089,3053,60,63417,87903,13,25,30.3,2.8,189,1970,1264,35.2,2046221.8616185,50.8,47.5,6.5,32.8,1.6,0.6,7.7,11.3,34.6,44.2,9.9,38.5,4,2470,20.9,52.5,11.0574872432838,1.87180217690159,10.3,5.7,3.7,27.1,72.9,1.91,2.04,98.1,1,0.8,521,76.3,2.00477,88.7
"1024",4636.01,1.59359739555073,-1.32230059685296,5.89157955477045,4.20059831373527,5.62692562741274,5314,4053,76.3,67837,84816,10,0,33.9,1.3,208,675,1704,37.9,477926.351991289,75.1,69,7.9,8.3,3.3,0.7,4.7,2.4,46.5,40.5,10.7,41.3,4,3760,24.2,31,11.1248630477899,2.06686275947298,0,0,3.5,24.1,75.9,1.56,1.72,97.2,0.8,2.1,669,80.1,1.68144,97.7
"1025",4636.02,1.62361817862783,-1.30022811019477,5.85667257235325,4.21622494328155,5.65104157127422,5158,3719,72.1,66384,81127,78,101,34.8,2.8,509,2714,1487,32.9,821144.595529802,81.8,74.8,5.5,3.9,4.2,1.1,3.5,6.7,42.4,47.7,3.1,43.2,4,2948,27.8,25.2,11.1032113425726,1.70474809223843,0,0,3.1,17.1,82.9,1.56,1.69,93.8,5.3,0.9,372,65.8,1.66777,93.2
"1026",4637,1.6043002640513,-1.25047152018106,5.9487777084268,4.16496249145366,5.71917770391764,2199,1353,61.5,120221,178300,14,0,44.9,3.9,323,996,871,42.9,288710.289075142,80.3,75.6,2.4,6,3.4,1.1,6.8,3.2,28.6,58.9,9.4,40.2,5,1298,26.9,24.4,11.6970869946421,0.8754687373539,0,13.5,4.6,49.5,50.5,2.1,1.82,100,0,0,359,57.4,1.9586,96.9
"1027",4638,1.70027247956403,-1.43051771117166,5.85563960019406,4.14563451227508,5.70385823291016,3186,2143,67.3,149211,193533,33,0,48.7,2.3,30,66,1030,34.8,626234.291607389,88.8,80.5,1.2,2,0.3,1.1,6.7,2.2,15.7,55.6,26.5,41.9,4,1836,26.7,19.5,11.9131166905757,0.182321556793955,1,0,6.4,93.6,6.4,2.29,1.72,98.7,1.3,0,1110,72.4,2.25352,97.8
"1028",4640,1.56927584763499,-1.38551695269987,5.85244536181679,4.19198838585584,5.65252469480022,4857,3849,79.2,106529,147096,20,37,40.7,4,182,839,1595,33.8,415123.871952617,78.8,74.9,5.6,1,3.5,0,11.1,1.3,29,46.6,23.2,41.3,4,3089,29.3,25.1,11.5761725275341,1.7227665977411,2.6,0,5.1,58.5,41.5,2.43,1.85,97.1,0.7,2.2,1308,83.4,2.1893,98.8
"1029",4641,1.59790402647546,-1.31163816878103,5.93647221452067,4.09137920026086,5.71428710185766,5493,2985,54.3,163155,272176,0,0,47.1,2.9,119,415,1813,37,1126050.2933654,82.5,76.1,0,2.2,0,0,15.3,0.9,6.8,47.7,44.6,42,4,2381,23.3,23.9,12.0024559481961,-4.60517018598809,0,0,7.6,91.3,8.7,2.9,3.15,98.7,1.3,0,1391,62.3,2.92175,99.1
"1030",4642,1.64941176470588,-1.29176470588235,5.96011582410751,4.21446809531908,5.66417168281451,4913,2659,54.1,131150,170516,17,0,45.1,1.9,19,40,1564,35.8,256633.622037167,89.2,76.5,1.9,0.8,0.3,0.2,7.6,0.7,5.9,56.9,36.5,39.9,4,2286,31.1,23.5,11.784096985295,0.641853886172395,0.4,2.3,7.2,85.1,14.9,2.98,3.37,98.3,1.3,0.4,1077,64.3,3.03811,99.3
"1031",4801.01,1.46520618556701,-1.34149484536082,5.78185360942194,4.14080154200804,5.64338205701244,3478,2315,66.6,69631,79231,27,7,39.5,2.8,29,235,627,21.8,172409.556707392,88,74,5.1,1.1,0.3,0,5.5,1,12.4,32.2,54.3,36.6,4,2013,27.8,26,11.1509651494592,1.62924053973028,0,0,5,60.1,39.9,3.53,3.49,88.5,8.8,2.7,516,69.4,3.51404,98.9
"1032",4801.02,1.51478816946443,-1.37010391686651,5.76262396583886,4.21264381551866,5.59636876113362,3465,2328,67.2,88042,96641,5,12,41.4,3.1,35,63,781,26,115487.729561557,95.3,81.8,0.7,0.4,0,0.4,3.3,0.8,10.3,37.4,51.6,38.7,4,2178,29.3,18.2,11.3855692523292,-0.356674943938732,2.7,8.5,5.2,72.5,27.5,3.36,3.07,90.8,6.3,3,774,77.6,3.28025,99.3
"1033",4802.02,1.7720207253886,-1.4559585492228,5.87099485370249,4.17874420353661,5.62014175654842,1990,1227,61.7,101375,120599,12,0,43.5,3.6,11,104,510,27.7,435130.80266875,85,71.4,8.2,0.4,0,3.5,3,0.5,16.7,50,32.8,36.2,4,1248,29.9,28.6,11.5265817914177,2.10413415427021,0,0,6.7,83.3,16.7,2.77,3.52,98,1.4,0.5,582,76.4,2.89525,99.5
"1034",4803.02,1.64115646258503,-1.34778911564626,5.83857079214311,4.20674822667661,5.64356794057242,3416,2277,66.7,68667,78124,43,68,36,5.2,63,411,779,25.3,285447.977682307,93.1,81.8,2,0,0,0.4,4.5,0.9,16.8,43.9,38.5,36.3,4,2210,29.2,18.2,11.1370240134608,0.693147180559945,3.7,3.6,4.2,37,63,2.81,2.51,92.4,6.9,0.7,467,75.1,2.621,99.2
"1035",4803.03,1.60422960725076,-1.44712990936556,5.7173023520924,4.28685616161633,5.61340720057716,3638,2369,65.1,49966,61489,19,59,34.8,3.9,11,40,736,23.7,61576.6127173256,88.9,80.4,4.4,1.6,0.2,0.8,4.2,4.2,28.9,45.2,21.6,37.5,4,1859,32,19.6,10.8190980531054,1.48160454092422,0,2.9,3.8,22.1,77.9,2.88,2.87,84.2,8.8,7,227,69.4,2.87221,95.7
"1036",4803.04,1.63223140495868,-1.2654958677686,5.82986104291303,4.18922536483821,5.63407354496685,3331,2122,63.7,37214,50348,20,111,34.6,7.2,75,435,638,22,85975.9915629167,90.7,81.7,6.8,0,0,0,2.5,7.7,17.7,54,20.6,34.6,4,2122,31.4,18.3,10.5244403135476,1.91692261218206,0,1.6,3.6,16.9,83.1,1.94,2.56,90.6,5.2,4.2,225,77.9,2.45522,92.3
"1037",4804,1.50980392156863,-1.27450980392157,5.88541682371259,4.15253787309789,5.60087824846032,4879,3250,66.6,81635,87757,0,102,40.3,3.8,46,151,772,18.2,146539.815994696,92.6,82.2,3.7,0,1.3,0,2.5,5,27.2,37.3,30.5,37.3,4,2728,26.4,17.8,11.3100133705603,1.30833281965018,3.8,0,5.2,46.3,53.8,2.31,2.56,91.9,8.1,0,787,76,2.44681,95
